location,level,normalThreshold,alertThreshold,criticalThreshold,recordedAt
Negombo,1.47,2.0,3.0,3.8,2024-12-16T00:00:00.000Z
Minuwangoda,1.11,2.0,3.0,3.8,2024-12-17T00:00:00.000Z
Gampaha,1.07,2.0,3.0,3.8,2024-12-17T00:00:00.000Z
Ja-Ela,1.19,2.0,3.0,3.8,2024-12-17T00:00:00.000Z
Negombo,2.07,2.0,3.0,3.8,2024-12-17T00:00:00.000Z
Minuwangoda,1.26,2.0,3.0,3.8,2024-12-18T00:00:00.000Z
Gampaha,1.18,2.0,3.0,3.8,2024-12-18T00:00:00.000Z
Ja-Ela,1.21,2.0,3.0,3.8,2024-12-18T00:00:00.000Z
Negombo,1.52,2.0,3.0,3.8,2024-12-18T00:00:00.000Z
Minuwangoda,1.48,2.0,3.0,3.8,2024-12-19T00:00:00.000Z
Gampaha,1.20,2.0,3.0,3.8,2024-12-19T00:00:00.000Z
Ja-Ela,1.96,2.0,3.0,3.8,2024-12-19T00:00:00.000Z
Negombo,1.38,2.0,3.0,3.8,2024-12-19T00:00:00.000Z
Minuwangoda,1.34,2.0,3.0,3.8,2024-12-20T00:00:00.000Z
Gampaha,1.32,2.0,3.0,3.8,2024-12-20T00:00:00.000Z
Ja-Ela,2.02,2.0,3.0,3.8,2024-12-20T00:00:00.000Z
Negombo,1.42,2.0,3.0,3.8,2024-12-20T00:00:00.000Z
Minuwangoda,1.07,2.0,3.0,3.8,2024-12-21T00:00:00.000Z
Gampaha,1.04,2.0,3.0,3.8,2024-12-21T00:00:00.000Z
Ja-Ela,1.74,2.0,3.0,3.8,2024-12-21T00:00:00.000Z
Negombo,1.31,2.0,3.0,3.8,2024-12-21T00:00:00.000Z
Minuwangoda,1.72,2.0,3.0,3.8,2024-12-22T00:00:00.000Z
Gampaha,1.29,2.0,3.0,3.8,2024-12-22T00:00:00.000Z
Ja-Ela,1.57,2.0,3.0,3.8,2024-12-22T00:00:00.000Z
Negombo,1.72,2.0,3.0,3.8,2024-12-22T00:00:00.000Z
Minuwangoda,1.76,2.0,3.0,3.8,2024-12-23T00:00:00.000Z
Gampaha,1.86,2.0,3.0,3.8,2024-12-23T00:00:00.000Z
Ja-Ela,1.17,2.0,3.0,3.8,2024-12-23T00:00:00.000Z
Negombo,1.62,2.0,3.0,3.8,2024-12-23T00:00:00.000Z
Minuwangoda,1.08,2.0,3.0,3.8,2024-12-24T00:00:00.000Z
Gampaha,2.14,2.0,3.0,3.8,2024-12-24T00:00:00.000Z
Ja-Ela,1.54,2.0,3.0,3.8,2024-12-24T00:00:00.000Z
Negombo,1.01,2.0,3.0,3.8,2024-12-24T00:00:00.000Z
Minuwangoda,1.46,2.0,3.0,3.8,2024-12-25T00:00:00.000Z
Gampaha,1.16,2.0,3.0,3.8,2024-12-25T00:00:00.000Z
Ja-Ela,1.09,2.0,3.0,3.8,2024-12-25T00:00:00.000Z
Negombo,1.62,2.0,3.0,3.8,2024-12-25T00:00:00.000Z
Minuwangoda,2.19,2.0,3.0,3.8,2024-12-26T00:00:00.000Z
Gampaha,2.08,2.0,3.0,3.8,2024-12-26T00:00:00.000Z
Ja-Ela,1.40,2.0,3.0,3.8,2024-12-26T00:00:00.000Z
Negombo,1.07,2.0,3.0,3.8,2024-12-26T00:00:00.000Z
Minuwangoda,1.08,2.0,3.0,3.8,2024-12-27T00:00:00.000Z
Gampaha,1.07,2.0,3.0,3.8,2024-12-27T00:00:00.000Z
Ja-Ela,1.09,2.0,3.0,3.8,2024-12-27T00:00:00.000Z
Negombo,1.42,2.0,3.0,3.8,2024-12-27T00:00:00.000Z
Minuwangoda,1.95,2.0,3.0,3.8,2024-12-28T00:00:00.000Z
Gampaha,1.83,2.0,3.0,3.8,2024-12-28T00:00:00.000Z
Ja-Ela,1.12,2.0,3.0,3.8,2024-12-28T00:00:00.000Z
Negombo,1.18,2.0,3.0,3.8,2024-12-28T00:00:00.000Z
Minuwangoda,1.35,2.0,3.0,3.8,2024-12-29T00:00:00.000Z
Gampaha,1.36,2.0,3.0,3.8,2024-12-29T00:00:00.000Z
Ja-Ela,1.30,2.0,3.0,3.8,2024-12-29T00:00:00.000Z
Negombo,1.13,2.0,3.0,3.8,2024-12-29T00:00:00.000Z
Minuwangoda,1.51,2.0,3.0,3.8,2024-12-30T00:00:00.000Z
Gampaha,1.52,2.0,3.0,3.8,2024-12-30T00:00:00.000Z
Ja-Ela,1.56,2.0,3.0,3.8,2024-12-30T00:00:00.000Z
Negombo,1.03,2.0,3.0,3.8,2024-12-30T00:00:00.000Z
Minuwangoda,1.09,2.0,3.0,3.8,2024-12-31T00:00:00.000Z
Gampaha,1.01,2.0,3.0,3.8,2024-12-31T00:00:00.000Z
Ja-Ela,1.12,2.0,3.0,3.8,2024-12-31T00:00:00.000Z
Negombo,1.43,2.0,3.0,3.8,2024-12-31T00:00:00.000Z
Minuwangoda,1.47,2.0,3.0,3.8,2025-01-01T00:00:00.000Z
Gampaha,1.50,2.0,3.0,3.8,2025-01-01T00:00:00.000Z
Ja-Ela,1.82,2.0,3.0,3.8,2025-01-01T00:00:00.000Z
Negombo,1.18,2.0,3.0,3.8,2025-01-01T00:00:00.000Z
Minuwangoda,1.12,2.0,3.0,3.8,2025-01-02T00:00:00.000Z
Gampaha,1.44,2.0,3.0,3.8,2025-01-02T00:00:00.000Z
Ja-Ela,1.58,2.0,3.0,3.8,2025-01-02T00:00:00.000Z
Negombo,1.26,2.0,3.0,3.8,2025-01-02T00:00:00.000Z
Minuwangoda,2.15,2.0,3.0,3.8,2025-01-03T00:00:00.000Z
Gampaha,1.37,2.0,3.0,3.8,2025-01-03T00:00:00.000Z
Ja-Ela,1.50,2.0,3.0,3.8,2025-01-03T00:00:00.000Z
Negombo,1.55,2.0,3.0,3.8,2025-01-03T00:00:00.000Z
Minuwangoda,1.81,2.0,3.0,3.8,2025-01-04T00:00:00.000Z
Gampaha,1.73,2.0,3.0,3.8,2025-01-04T00:00:00.000Z
Ja-Ela,2.18,2.0,3.0,3.8,2025-01-04T00:00:00.000Z
Negombo,1.43,2.0,3.0,3.8,2025-01-04T00:00:00.000Z
Minuwangoda,1.26,2.0,3.0,3.8,2025-01-05T00:00:00.000Z
Gampaha,1.70,2.0,3.0,3.8,2025-01-05T00:00:00.000Z
Ja-Ela,1.52,2.0,3.0,3.8,2025-01-05T00:00:00.000Z
Negombo,1.83,2.0,3.0,3.8,2025-01-05T00:00:00.000Z
Minuwangoda,1.83,2.0,3.0,3.8,2025-01-06T00:00:00.000Z
Gampaha,1.22,2.0,3.0,3.8,2025-01-06T00:00:00.000Z
Ja-Ela,2.12,2.0,3.0,3.8,2025-01-06T00:00:00.000Z
Negombo,1.25,2.0,3.0,3.8,2025-01-06T00:00:00.000Z
Minuwangoda,1.06,2.0,3.0,3.8,2025-01-07T00:00:00.000Z
Gampaha,1.18,2.0,3.0,3.8,2025-01-07T00:00:00.000Z
Ja-Ela,2.01,2.0,3.0,3.8,2025-01-07T00:00:00.000Z
Negombo,1.65,2.0,3.0,3.8,2025-01-07T00:00:00.000Z
Minuwangoda,1.90,2.0,3.0,3.8,2025-01-08T00:00:00.000Z
Gampaha,1.80,2.0,3.0,3.8,2025-01-08T00:00:00.000Z
Ja-Ela,1.29,2.0,3.0,3.8,2025-01-08T00:00:00.000Z
Negombo,1.33,2.0,3.0,3.8,2025-01-08T00:00:00.000Z
Minuwangoda,2.00,2.0,3.0,3.8,2025-01-09T00:00:00.000Z
Gampaha,1.05,2.0,3.0,3.8,2025-01-09T00:00:00.000Z
Ja-Ela,1.02,2.0,3.0,3.8,2025-01-09T00:00:00.000Z
Negombo,1.77,2.0,3.0,3.8,2025-01-09T00:00:00.000Z
Minuwangoda,1.59,2.0,3.0,3.8,2025-01-10T00:00:00.000Z
Gampaha,1.24,2.0,3.0,3.8,2025-01-10T00:00:00.000Z
Ja-Ela,1.25,2.0,3.0,3.8,2025-01-10T00:00:00.000Z
Negombo,1.76,2.0,3.0,3.8,2025-01-10T00:00:00.000Z
Minuwangoda,1.29,2.0,3.0,3.8,2025-01-11T00:00:00.000Z
Gampaha,2.12,2.0,3.0,3.8,2025-01-11T00:00:00.000Z
Ja-Ela,1.59,2.0,3.0,3.8,2025-01-11T00:00:00.000Z
Negombo,1.26,2.0,3.0,3.8,2025-01-11T00:00:00.000Z
Minuwangoda,1.13,2.0,3.0,3.8,2025-01-12T00:00:00.000Z
Gampaha,1.59,2.0,3.0,3.8,2025-01-12T00:00:00.000Z
Ja-Ela,1.23,2.0,3.0,3.8,2025-01-12T00:00:00.000Z
Negombo,1.77,2.0,3.0,3.8,2025-01-12T00:00:00.000Z
Minuwangoda,1.49,2.0,3.0,3.8,2025-01-13T00:00:00.000Z
Gampaha,1.60,2.0,3.0,3.8,2025-01-13T00:00:00.000Z
Ja-Ela,1.51,2.0,3.0,3.8,2025-01-13T00:00:00.000Z
Negombo,1.38,2.0,3.0,3.8,2025-01-13T00:00:00.000Z
Minuwangoda,2.14,2.0,3.0,3.8,2025-01-14T00:00:00.000Z
Gampaha,1.90,2.0,3.0,3.8,2025-01-14T00:00:00.000Z
Ja-Ela,1.63,2.0,3.0,3.8,2025-01-14T00:00:00.000Z
Negombo,2.14,2.0,3.0,3.8,2025-01-14T00:00:00.000Z
Minuwangoda,1.13,2.0,3.0,3.8,2025-01-15T00:00:00.000Z
Gampaha,1.17,2.0,3.0,3.8,2025-01-15T00:00:00.000Z
Ja-Ela,1.19,2.0,3.0,3.8,2025-01-15T00:00:00.000Z
Negombo,1.98,2.0,3.0,3.8,2025-01-15T00:00:00.000Z
Minuwangoda,1.67,2.0,3.0,3.8,2025-01-16T00:00:00.000Z
Gampaha,1.56,2.0,3.0,3.8,2025-01-16T00:00:00.000Z
Ja-Ela,1.44,2.0,3.0,3.8,2025-01-16T00:00:00.000Z
Negombo,2.20,2.0,3.0,3.8,2025-01-16T00:00:00.000Z
Minuwangoda,1.52,2.0,3.0,3.8,2025-01-17T00:00:00.000Z
Gampaha,1.00,2.0,3.0,3.8,2025-01-17T00:00:00.000Z
Ja-Ela,2.15,2.0,3.0,3.8,2025-01-17T00:00:00.000Z
Negombo,1.00,2.0,3.0,3.8,2025-01-17T00:00:00.000Z
Minuwangoda,1.08,2.0,3.0,3.8,2025-01-18T00:00:00.000Z
Gampaha,1.37,2.0,3.0,3.8,2025-01-18T00:00:00.000Z
Ja-Ela,1.79,2.0,3.0,3.8,2025-01-18T00:00:00.000Z
Negombo,2.08,2.0,3.0,3.8,2025-01-18T00:00:00.000Z
Minuwangoda,2.07,2.0,3.0,3.8,2025-01-19T00:00:00.000Z
Gampaha,1.30,2.0,3.0,3.8,2025-01-19T00:00:00.000Z
Ja-Ela,2.13,2.0,3.0,3.8,2025-01-19T00:00:00.000Z
Negombo,1.71,2.0,3.0,3.8,2025-01-19T00:00:00.000Z
Minuwangoda,2.05,2.0,3.0,3.8,2025-01-20T00:00:00.000Z
Gampaha,1.83,2.0,3.0,3.8,2025-01-20T00:00:00.000Z
Ja-Ela,1.66,2.0,3.0,3.8,2025-01-20T00:00:00.000Z
Negombo,1.63,2.0,3.0,3.8,2025-01-20T00:00:00.000Z
Minuwangoda,1.96,2.0,3.0,3.8,2025-01-21T00:00:00.000Z
Gampaha,2.18,2.0,3.0,3.8,2025-01-21T00:00:00.000Z
Ja-Ela,1.23,2.0,3.0,3.8,2025-01-21T00:00:00.000Z
Negombo,1.80,2.0,3.0,3.8,2025-01-21T00:00:00.000Z
Minuwangoda,1.27,2.0,3.0,3.8,2025-01-22T00:00:00.000Z
Gampaha,1.42,2.0,3.0,3.8,2025-01-22T00:00:00.000Z
Ja-Ela,1.50,2.0,3.0,3.8,2025-01-22T00:00:00.000Z
Negombo,1.68,2.0,3.0,3.8,2025-01-22T00:00:00.000Z
Minuwangoda,1.73,2.0,3.0,3.8,2025-01-23T00:00:00.000Z
Gampaha,1.04,2.0,3.0,3.8,2025-01-23T00:00:00.000Z
Ja-Ela,1.07,2.0,3.0,3.8,2025-01-23T00:00:00.000Z
Negombo,2.02,2.0,3.0,3.8,2025-01-23T00:00:00.000Z
Minuwangoda,1.60,2.0,3.0,3.8,2025-01-24T00:00:00.000Z
Gampaha,1.99,2.0,3.0,3.8,2025-01-24T00:00:00.000Z
Ja-Ela,1.09,2.0,3.0,3.8,2025-01-24T00:00:00.000Z
Negombo,1.91,2.0,3.0,3.8,2025-01-24T00:00:00.000Z
Minuwangoda,2.03,2.0,3.0,3.8,2025-01-25T00:00:00.000Z
Gampaha,1.48,2.0,3.0,3.8,2025-01-25T00:00:00.000Z
Ja-Ela,1.69,2.0,3.0,3.8,2025-01-25T00:00:00.000Z
Negombo,1.23,2.0,3.0,3.8,2025-01-25T00:00:00.000Z
Minuwangoda,1.19,2.0,3.0,3.8,2025-01-26T00:00:00.000Z
Gampaha,1.42,2.0,3.0,3.8,2025-01-26T00:00:00.000Z
Ja-Ela,1.67,2.0,3.0,3.8,2025-01-26T00:00:00.000Z
Negombo,1.07,2.0,3.0,3.8,2025-01-26T00:00:00.000Z
Minuwangoda,1.28,2.0,3.0,3.8,2025-01-27T00:00:00.000Z
Gampaha,1.09,2.0,3.0,3.8,2025-01-27T00:00:00.000Z
Ja-Ela,1.60,2.0,3.0,3.8,2025-01-27T00:00:00.000Z
Negombo,1.04,2.0,3.0,3.8,2025-01-27T00:00:00.000Z
Minuwangoda,2.08,2.0,3.0,3.8,2025-01-28T00:00:00.000Z
Gampaha,1.19,2.0,3.0,3.8,2025-01-28T00:00:00.000Z
Ja-Ela,1.72,2.0,3.0,3.8,2025-01-28T00:00:00.000Z
Negombo,1.43,2.0,3.0,3.8,2025-01-28T00:00:00.000Z
Minuwangoda,1.85,2.0,3.0,3.8,2025-01-29T00:00:00.000Z
Gampaha,1.54,2.0,3.0,3.8,2025-01-29T00:00:00.000Z
Ja-Ela,2.04,2.0,3.0,3.8,2025-01-29T00:00:00.000Z
Negombo,1.67,2.0,3.0,3.8,2025-01-29T00:00:00.000Z
Minuwangoda,1.79,2.0,3.0,3.8,2025-01-30T00:00:00.000Z
Gampaha,1.23,2.0,3.0,3.8,2025-01-30T00:00:00.000Z
Ja-Ela,1.45,2.0,3.0,3.8,2025-01-30T00:00:00.000Z
Negombo,1.35,2.0,3.0,3.8,2025-01-30T00:00:00.000Z
Minuwangoda,1.56,2.0,3.0,3.8,2025-01-31T00:00:00.000Z
Gampaha,1.75,2.0,3.0,3.8,2025-01-31T00:00:00.000Z
Ja-Ela,1.26,2.0,3.0,3.8,2025-01-31T00:00:00.000Z
Negombo,2.05,2.0,3.0,3.8,2025-01-31T00:00:00.000Z
Minuwangoda,1.30,2.0,3.0,3.8,2025-02-01T00:00:00.000Z
Gampaha,1.57,2.0,3.0,3.8,2025-02-01T00:00:00.000Z
Ja-Ela,1.33,2.0,3.0,3.8,2025-02-01T00:00:00.000Z
Negombo,2.14,2.0,3.0,3.8,2025-02-01T00:00:00.000Z
Minuwangoda,1.89,2.0,3.0,3.8,2025-02-02T00:00:00.000Z
Gampaha,1.47,2.0,3.0,3.8,2025-02-02T00:00:00.000Z
Ja-Ela,2.07,2.0,3.0,3.8,2025-02-02T00:00:00.000Z
Negombo,1.08,2.0,3.0,3.8,2025-02-02T00:00:00.000Z
Minuwangoda,1.76,2.0,3.0,3.8,2025-02-03T00:00:00.000Z
Gampaha,1.61,2.0,3.0,3.8,2025-02-03T00:00:00.000Z
Ja-Ela,1.24,2.0,3.0,3.8,2025-02-03T00:00:00.000Z
Negombo,1.89,2.0,3.0,3.8,2025-02-03T00:00:00.000Z
Minuwangoda,1.13,2.0,3.0,3.8,2025-02-04T00:00:00.000Z
Gampaha,1.65,2.0,3.0,3.8,2025-02-04T00:00:00.000Z
Ja-Ela,1.55,2.0,3.0,3.8,2025-02-04T00:00:00.000Z
Negombo,1.24,2.0,3.0,3.8,2025-02-04T00:00:00.000Z
Minuwangoda,2.15,2.0,3.0,3.8,2025-02-05T00:00:00.000Z
Gampaha,2.04,2.0,3.0,3.8,2025-02-05T00:00:00.000Z
Ja-Ela,1.97,2.0,3.0,3.8,2025-02-05T00:00:00.000Z
Negombo,2.17,2.0,3.0,3.8,2025-02-05T00:00:00.000Z
Minuwangoda,1.25,2.0,3.0,3.8,2025-02-06T00:00:00.000Z
Gampaha,1.77,2.0,3.0,3.8,2025-02-06T00:00:00.000Z
Ja-Ela,1.87,2.0,3.0,3.8,2025-02-06T00:00:00.000Z
Negombo,1.26,2.0,3.0,3.8,2025-02-06T00:00:00.000Z
Minuwangoda,2.01,2.0,3.0,3.8,2025-02-07T00:00:00.000Z
Gampaha,1.12,2.0,3.0,3.8,2025-02-07T00:00:00.000Z
Ja-Ela,2.00,2.0,3.0,3.8,2025-02-07T00:00:00.000Z
Negombo,1.97,2.0,3.0,3.8,2025-02-07T00:00:00.000Z
Minuwangoda,1.85,2.0,3.0,3.8,2025-02-08T00:00:00.000Z
Gampaha,1.58,2.0,3.0,3.8,2025-02-08T00:00:00.000Z
Ja-Ela,1.98,2.0,3.0,3.8,2025-02-08T00:00:00.000Z
Negombo,1.84,2.0,3.0,3.8,2025-02-08T00:00:00.000Z
Minuwangoda,1.15,2.0,3.0,3.8,2025-02-09T00:00:00.000Z
Gampaha,1.85,2.0,3.0,3.8,2025-02-09T00:00:00.000Z
Ja-Ela,1.73,2.0,3.0,3.8,2025-02-09T00:00:00.000Z
Negombo,2.03,2.0,3.0,3.8,2025-02-09T00:00:00.000Z
Minuwangoda,1.95,2.0,3.0,3.8,2025-02-10T00:00:00.000Z
Gampaha,2.12,2.0,3.0,3.8,2025-02-10T00:00:00.000Z
Ja-Ela,1.67,2.0,3.0,3.8,2025-02-10T00:00:00.000Z
Negombo,1.07,2.0,3.0,3.8,2025-02-10T00:00:00.000Z
Minuwangoda,1.62,2.0,3.0,3.8,2025-02-11T00:00:00.000Z
Gampaha,1.06,2.0,3.0,3.8,2025-02-11T00:00:00.000Z
Ja-Ela,1.32,2.0,3.0,3.8,2025-02-11T00:00:00.000Z
Negombo,2.03,2.0,3.0,3.8,2025-02-11T00:00:00.000Z
Minuwangoda,1.39,2.0,3.0,3.8,2025-02-12T00:00:00.000Z
Gampaha,1.11,2.0,3.0,3.8,2025-02-12T00:00:00.000Z
Ja-Ela,1.42,2.0,3.0,3.8,2025-02-12T00:00:00.000Z
Negombo,1.79,2.0,3.0,3.8,2025-02-12T00:00:00.000Z
Minuwangoda,1.63,2.0,3.0,3.8,2025-02-13T00:00:00.000Z
Gampaha,1.86,2.0,3.0,3.8,2025-02-13T00:00:00.000Z
Ja-Ela,1.37,2.0,3.0,3.8,2025-02-13T00:00:00.000Z
Negombo,1.05,2.0,3.0,3.8,2025-02-13T00:00:00.000Z
Minuwangoda,1.67,2.0,3.0,3.8,2025-02-14T00:00:00.000Z
Gampaha,1.57,2.0,3.0,3.8,2025-02-14T00:00:00.000Z
Ja-Ela,1.01,2.0,3.0,3.8,2025-02-14T00:00:00.000Z
Negombo,1.85,2.0,3.0,3.8,2025-02-14T00:00:00.000Z
Minuwangoda,2.08,2.0,3.0,3.8,2025-02-15T00:00:00.000Z
Gampaha,1.55,2.0,3.0,3.8,2025-02-15T00:00:00.000Z
Ja-Ela,1.08,2.0,3.0,3.8,2025-02-15T00:00:00.000Z
Negombo,1.28,2.0,3.0,3.8,2025-02-15T00:00:00.000Z
Minuwangoda,1.55,2.0,3.0,3.8,2025-02-16T00:00:00.000Z
Gampaha,1.59,2.0,3.0,3.8,2025-02-16T00:00:00.000Z
Ja-Ela,1.25,2.0,3.0,3.8,2025-02-16T00:00:00.000Z
Negombo,1.14,2.0,3.0,3.8,2025-02-16T00:00:00.000Z
Minuwangoda,1.25,2.0,3.0,3.8,2025-02-17T00:00:00.000Z
Gampaha,1.46,2.0,3.0,3.8,2025-02-17T00:00:00.000Z
Ja-Ela,1.36,2.0,3.0,3.8,2025-02-17T00:00:00.000Z
Negombo,1.57,2.0,3.0,3.8,2025-02-17T00:00:00.000Z
Minuwangoda,1.07,2.0,3.0,3.8,2025-02-18T00:00:00.000Z
Gampaha,1.57,2.0,3.0,3.8,2025-02-18T00:00:00.000Z
Ja-Ela,1.40,2.0,3.0,3.8,2025-02-18T00:00:00.000Z
Negombo,1.60,2.0,3.0,3.8,2025-02-18T00:00:00.000Z
Minuwangoda,2.17,2.0,3.0,3.8,2025-02-19T00:00:00.000Z
Gampaha,1.97,2.0,3.0,3.8,2025-02-19T00:00:00.000Z
Ja-Ela,2.13,2.0,3.0,3.8,2025-02-19T00:00:00.000Z
Negombo,1.95,2.0,3.0,3.8,2025-02-19T00:00:00.000Z
Minuwangoda,1.69,2.0,3.0,3.8,2025-02-20T00:00:00.000Z
Gampaha,1.31,2.0,3.0,3.8,2025-02-20T00:00:00.000Z
Ja-Ela,1.27,2.0,3.0,3.8,2025-02-20T00:00:00.000Z
Negombo,1.48,2.0,3.0,3.8,2025-02-20T00:00:00.000Z
Minuwangoda,1.56,2.0,3.0,3.8,2025-02-21T00:00:00.000Z
Gampaha,2.06,2.0,3.0,3.8,2025-02-21T00:00:00.000Z
Ja-Ela,1.16,2.0,3.0,3.8,2025-02-21T00:00:00.000Z
Negombo,1.14,2.0,3.0,3.8,2025-02-21T00:00:00.000Z
Minuwangoda,1.44,2.0,3.0,3.8,2025-02-22T00:00:00.000Z
Gampaha,1.48,2.0,3.0,3.8,2025-02-22T00:00:00.000Z
Ja-Ela,1.82,2.0,3.0,3.8,2025-02-22T00:00:00.000Z
Negombo,1.27,2.0,3.0,3.8,2025-02-22T00:00:00.000Z
Minuwangoda,1.72,2.0,3.0,3.8,2025-02-23T00:00:00.000Z
Gampaha,1.94,2.0,3.0,3.8,2025-02-23T00:00:00.000Z
Ja-Ela,1.44,2.0,3.0,3.8,2025-02-23T00:00:00.000Z
Negombo,1.51,2.0,3.0,3.8,2025-02-23T00:00:00.000Z
Minuwangoda,1.21,2.0,3.0,3.8,2025-02-24T00:00:00.000Z
Gampaha,1.88,2.0,3.0,3.8,2025-02-24T00:00:00.000Z
Ja-Ela,1.80,2.0,3.0,3.8,2025-02-24T00:00:00.000Z
Negombo,2.00,2.0,3.0,3.8,2025-02-24T00:00:00.000Z
Minuwangoda,1.17,2.0,3.0,3.8,2025-02-25T00:00:00.000Z
Gampaha,1.44,2.0,3.0,3.8,2025-02-25T00:00:00.000Z
Ja-Ela,1.06,2.0,3.0,3.8,2025-02-25T00:00:00.000Z
Negombo,1.02,2.0,3.0,3.8,2025-02-25T00:00:00.000Z
Minuwangoda,1.29,2.0,3.0,3.8,2025-02-26T00:00:00.000Z
Gampaha,1.07,2.0,3.0,3.8,2025-02-26T00:00:00.000Z
Ja-Ela,1.98,2.0,3.0,3.8,2025-02-26T00:00:00.000Z
Negombo,1.08,2.0,3.0,3.8,2025-02-26T00:00:00.000Z
Minuwangoda,1.39,2.0,3.0,3.8,2025-02-27T00:00:00.000Z
Gampaha,2.20,2.0,3.0,3.8,2025-02-27T00:00:00.000Z
Ja-Ela,2.04,2.0,3.0,3.8,2025-02-27T00:00:00.000Z
Negombo,1.56,2.0,3.0,3.8,2025-02-27T00:00:00.000Z
Minuwangoda,1.91,2.0,3.0,3.8,2025-02-28T00:00:00.000Z
Gampaha,1.38,2.0,3.0,3.8,2025-02-28T00:00:00.000Z
Ja-Ela,1.17,2.0,3.0,3.8,2025-02-28T00:00:00.000Z
Negombo,1.97,2.0,3.0,3.8,2025-02-28T00:00:00.000Z
Minuwangoda,2.26,2.0,3.0,3.8,2025-03-01T00:00:00.000Z
Gampaha,2.39,2.0,3.0,3.8,2025-03-01T00:00:00.000Z
Ja-Ela,2.46,2.0,3.0,3.8,2025-03-01T00:00:00.000Z
Negombo,2.07,2.0,3.0,3.8,2025-03-01T00:00:00.000Z
Minuwangoda,2.67,2.0,3.0,3.8,2025-03-02T00:00:00.000Z
Gampaha,3.38,2.0,3.0,3.8,2025-03-02T00:00:00.000Z
Ja-Ela,2.59,2.0,3.0,3.8,2025-03-02T00:00:00.000Z
Negombo,2.75,2.0,3.0,3.8,2025-03-02T00:00:00.000Z
Minuwangoda,3.49,2.0,3.0,3.8,2025-03-03T00:00:00.000Z
Gampaha,3.40,2.0,3.0,3.8,2025-03-03T00:00:00.000Z
Ja-Ela,3.02,2.0,3.0,3.8,2025-03-03T00:00:00.000Z
Negombo,2.14,2.0,3.0,3.8,2025-03-03T00:00:00.000Z
Minuwangoda,2.86,2.0,3.0,3.8,2025-03-04T00:00:00.000Z
Gampaha,2.16,2.0,3.0,3.8,2025-03-04T00:00:00.000Z
Ja-Ela,2.63,2.0,3.0,3.8,2025-03-04T00:00:00.000Z
Negombo,3.04,2.0,3.0,3.8,2025-03-04T00:00:00.000Z
Minuwangoda,2.75,2.0,3.0,3.8,2025-03-05T00:00:00.000Z
Gampaha,2.45,2.0,3.0,3.8,2025-03-05T00:00:00.000Z
Ja-Ela,2.67,2.0,3.0,3.8,2025-03-05T00:00:00.000Z
Negombo,2.55,2.0,3.0,3.8,2025-03-05T00:00:00.000Z
Minuwangoda,3.17,2.0,3.0,3.8,2025-03-06T00:00:00.000Z
Gampaha,2.30,2.0,3.0,3.8,2025-03-06T00:00:00.000Z
Ja-Ela,3.22,2.0,3.0,3.8,2025-03-06T00:00:00.000Z
Negombo,3.42,2.0,3.0,3.8,2025-03-06T00:00:00.000Z
Minuwangoda,2.40,2.0,3.0,3.8,2025-03-07T00:00:00.000Z
Gampaha,3.38,2.0,3.0,3.8,2025-03-07T00:00:00.000Z
Ja-Ela,2.08,2.0,3.0,3.8,2025-03-07T00:00:00.000Z
Negombo,3.36,2.0,3.0,3.8,2025-03-07T00:00:00.000Z
Minuwangoda,2.46,2.0,3.0,3.8,2025-03-08T00:00:00.000Z
Gampaha,3.25,2.0,3.0,3.8,2025-03-08T00:00:00.000Z
Ja-Ela,2.77,2.0,3.0,3.8,2025-03-08T00:00:00.000Z
Negombo,2.42,2.0,3.0,3.8,2025-03-08T00:00:00.000Z
Minuwangoda,3.03,2.0,3.0,3.8,2025-03-09T00:00:00.000Z
Gampaha,2.55,2.0,3.0,3.8,2025-03-09T00:00:00.000Z
Ja-Ela,2.35,2.0,3.0,3.8,2025-03-09T00:00:00.000Z
Negombo,2.69,2.0,3.0,3.8,2025-03-09T00:00:00.000Z
Minuwangoda,2.09,2.0,3.0,3.8,2025-03-10T00:00:00.000Z
Gampaha,3.41,2.0,3.0,3.8,2025-03-10T00:00:00.000Z
Ja-Ela,2.33,2.0,3.0,3.8,2025-03-10T00:00:00.000Z
Negombo,3.43,2.0,3.0,3.8,2025-03-10T00:00:00.000Z
Minuwangoda,3.36,2.0,3.0,3.8,2025-03-11T00:00:00.000Z
Gampaha,2.19,2.0,3.0,3.8,2025-03-11T00:00:00.000Z
Ja-Ela,2.06,2.0,3.0,3.8,2025-03-11T00:00:00.000Z
Negombo,2.86,2.0,3.0,3.8,2025-03-11T00:00:00.000Z
Minuwangoda,2.96,2.0,3.0,3.8,2025-03-12T00:00:00.000Z
Gampaha,2.39,2.0,3.0,3.8,2025-03-12T00:00:00.000Z
Ja-Ela,2.26,2.0,3.0,3.8,2025-03-12T00:00:00.000Z
Negombo,3.27,2.0,3.0,3.8,2025-03-12T00:00:00.000Z
Minuwangoda,3.08,2.0,3.0,3.8,2025-03-13T00:00:00.000Z
Gampaha,3.48,2.0,3.0,3.8,2025-03-13T00:00:00.000Z
Ja-Ela,2.38,2.0,3.0,3.8,2025-03-13T00:00:00.000Z
Negombo,2.12,2.0,3.0,3.8,2025-03-13T00:00:00.000Z
Minuwangoda,2.46,2.0,3.0,3.8,2025-03-14T00:00:00.000Z
Gampaha,3.26,2.0,3.0,3.8,2025-03-14T00:00:00.000Z
