location,temperature,humidity,pressure,rainfall,recordedAt,source
Ja-Ela,26.8,72,1009,5.61,2024-03-24T00:00:00.000Z,Simulated
Negombo,29.8,73,1000,38.09,2024-03-24T00:00:00.000Z,Simulated
Minuwangoda,31.7,87,1003,16.29,2024-03-25T00:00:00.000Z,Simulated
Gampaha,26.6,71,1000,17.96,2024-03-25T00:00:00.000Z,Simulated
Ja-Ela,28.0,73,1010,8.39,2024-03-25T00:00:00.000Z,Simulated
Negombo,31.7,87,1005,21.54,2024-03-25T00:00:00.000Z,Simulated
Minuwangoda,31.2,79,1002,36.11,2024-03-26T00:00:00.000Z,Simulated
Gampaha,28.3,67,1002,6.24,2024-03-26T00:00:00.000Z,Simulated
Ja-Ela,26.1,95,1001,11.06,2024-03-26T00:00:00.000Z,Simulated
Negombo,31.7,69,1002,11.22,2024-03-26T00:00:00.000Z,Simulated
Minuwangoda,31.4,66,1004,41.01,2024-03-27T00:00:00.000Z,Simulated
Gampaha,28.7,67,1009,14.52,2024-03-27T00:00:00.000Z,Simulated
Ja-Ela,28.1,88,1005,6.10,2024-03-27T00:00:00.000Z,Simulated
Negombo,31.1,86,1001,36.08,2024-03-27T00:00:00.000Z,Simulated
Minuwangoda,27.7,71,1004,5.70,2024-03-28T00:00:00.000Z,Simulated
Gampaha,27.8,85,1005,13.98,2024-03-28T00:00:00.000Z,Simulated
Ja-Ela,27.1,66,1004,11.02,2024-03-28T00:00:00.000Z,Simulated
Negombo,31.9,94,1007,6.86,2024-03-28T00:00:00.000Z,Simulated
Minuwangoda,30.0,85,1002,23.54,2024-03-29T00:00:00.000Z,Simulated
Gampaha,27.7,87,1002,5.62,2024-03-29T00:00:00.000Z,Simulated
Ja-Ela,30.9,92,1005,2.81,2024-03-29T00:00:00.000Z,Simulated
Negombo,28.2,71,1009,17.87,2024-03-29T00:00:00.000Z,Simulated
Minuwangoda,26.3,79,1005,7.63,2024-03-30T00:00:00.000Z,Simulated
Gampaha,28.7,65,1009,31.85,2024-03-30T00:00:00.000Z,Simulated
Ja-Ela,31.0,73,1008,11.81,2024-03-30T00:00:00.000Z,Simulated
Negombo,31.3,73,1005,22.93,2024-03-30T00:00:00.000Z,Simulated
Minuwangoda,27.4,87,1001,9.58,2024-03-31T00:00:00.000Z,Simulated
Gampaha,26.2,79,1005,44.95,2024-03-31T00:00:00.000Z,Simulated
Ja-Ela,27.4,80,1000,31.09,2024-03-31T00:00:00.000Z,Simulated
Negombo,26.2,79,1007,15.14,2024-03-31T00:00:00.000Z,Simulated
Minuwangoda,29.6,75,1003,8.09,2024-04-01T00:00:00.000Z,Simulated
Gampaha,30.9,85,1000,0.74,2024-04-01T00:00:00.000Z,Simulated
Ja-Ela,28.4,82,1004,33.23,2024-04-01T00:00:00.000Z,Simulated
Negombo,31.2,79,1001,21.92,2024-04-01T00:00:00.000Z,Simulated
Minuwangoda,28.2,79,1002,36.78,2024-04-02T00:00:00.000Z,Simulated
Gampaha,28.8,79,1010,44.71,2024-04-02T00:00:00.000Z,Simulated
Ja-Ela,26.2,87,1006,4.45,2024-04-02T00:00:00.000Z,Simulated
Negombo,31.2,75,1009,20.27,2024-04-02T00:00:00.000Z,Simulated
Minuwangoda,31.9,85,1001,45.42,2024-04-03T00:00:00.000Z,Simulated
Gampaha,28.6,79,1004,34.26,2024-04-03T00:00:00.000Z,Simulated
Ja-Ela,28.6,92,1008,43.82,2024-04-03T00:00:00.000Z,Simulated
Negombo,30.5,69,1001,34.50,2024-04-03T00:00:00.000Z,Simulated
Minuwangoda,30.4,89,1006,12.12,2024-04-04T00:00:00.000Z,Simulated
Gampaha,28.7,65,1007,9.21,2024-04-04T00:00:00.000Z,Simulated
Ja-Ela,31.5,71,1004,23.09,2024-04-04T00:00:00.000Z,Simulated
Negombo,28.3,69,1006,47.54,2024-04-04T00:00:00.000Z,Simulated
Minuwangoda,30.8,85,1010,0.49,2024-04-05T00:00:00.000Z,Simulated
Gampaha,27.2,91,1009,13.25,2024-04-05T00:00:00.000Z,Simulated
Ja-Ela,30.8,74,1009,12.83,2024-04-05T00:00:00.000Z,Simulated
Negombo,29.3,85,1010,18.61,2024-04-05T00:00:00.000Z,Simulated
Minuwangoda,26.9,66,1004,42.80,2024-04-06T00:00:00.000Z,Simulated
Gampaha,26.6,86,1005,43.50,2024-04-06T00:00:00.000Z,Simulated
Ja-Ela,31.5,90,1005,1.04,2024-04-06T00:00:00.000Z,Simulated
Negombo,27.2,74,1010,7.92,2024-04-06T00:00:00.000Z,Simulated
Minuwangoda,27.0,74,1010,10.62,2024-04-07T00:00:00.000Z,Simulated
Gampaha,31.1,93,1002,20.95,2024-04-07T00:00:00.000Z,Simulated
Ja-Ela,26.5,66,1006,32.70,2024-04-07T00:00:00.000Z,Simulated
Negombo,29.2,73,1007,0.19,2024-04-07T00:00:00.000Z,Simulated
Minuwangoda,29.4,66,1009,1.67,2024-04-08T00:00:00.000Z,Simulated
Gampaha,31.8,89,1005,39.41,2024-04-08T00:00:00.000Z,Simulated
Ja-Ela,30.2,77,1004,9.30,2024-04-08T00:00:00.000Z,Simulated
Negombo,31.1,87,1004,6.48,2024-04-08T00:00:00.000Z,Simulated
Minuwangoda,27.4,89,1005,9.90,2024-04-09T00:00:00.000Z,Simulated
Gampaha,30.3,68,1009,15.78,2024-04-09T00:00:00.000Z,Simulated
Ja-Ela,30.3,94,1008,8.37,2024-04-09T00:00:00.000Z,Simulated
Negombo,26.2,84,1005,30.35,2024-04-09T00:00:00.000Z,Simulated
Minuwangoda,27.2,71,1001,13.61,2024-04-10T00:00:00.000Z,Simulated
Gampaha,26.9,83,1010,49.95,2024-04-10T00:00:00.000Z,Simulated
Ja-Ela,27.7,91,1005,38.24,2024-04-10T00:00:00.000Z,Simulated
Negombo,29.0,91,1006,48.51,2024-04-10T00:00:00.000Z,Simulated
Minuwangoda,27.5,90,1006,11.61,2024-04-11T00:00:00.000Z,Simulated
Gampaha,28.2,77,1010,45.64,2024-04-11T00:00:00.000Z,Simulated
Ja-Ela,28.5,89,1004,37.12,2024-04-11T00:00:00.000Z,Simulated
Negombo,28.1,93,1005,15.05,2024-04-11T00:00:00.000Z,Simulated
Minuwangoda,26.9,91,1006,36.74,2024-04-12T00:00:00.000Z,Simulated
Gampaha,30.6,69,1008,0.81,2024-04-12T00:00:00.000Z,Simulated
Ja-Ela,30.8,67,1005,20.19,2024-04-12T00:00:00.000Z,Simulated
Negombo,31.4,81,1009,27.76,2024-04-12T00:00:00.000Z,Simulated
Minuwangoda,26.3,67,1000,5.03,2024-04-13T00:00:00.000Z,Simulated
Gampaha,30.6,71,1007,29.17,2024-04-13T00:00:00.000Z,Simulated
Ja-Ela,26.7,70,1004,37.58,2024-04-13T00:00:00.000Z,Simulated
Negombo,28.9,70,1009,11.33,2024-04-13T00:00:00.000Z,Simulated
Minuwangoda,26.5,88,1002,42.92,2024-04-14T00:00:00.000Z,Simulated
Gampaha,28.4,95,1000,33.84,2024-04-14T00:00:00.000Z,Simulated
Ja-Ela,26.5,74,1004,38.65,2024-04-14T00:00:00.000Z,Simulated
Negombo,28.9,70,1008,46.42,2024-04-14T00:00:00.000Z,Simulated
Minuwangoda,27.2,90,1006,13.49,2024-04-15T00:00:00.000Z,Simulated
Gampaha,28.3,75,1001,1.60,2024-04-15T00:00:00.000Z,Simulated
Ja-Ela,28.5,82,1002,31.11,2024-04-15T00:00:00.000Z,Simulated
Negombo,29.9,85,1000,27.04,2024-04-15T00:00:00.000Z,Simulated
Minuwangoda,27.5,83,1001,37.33,2024-04-16T00:00:00.000Z,Simulated
Gampaha,29.9,75,1008,35.58,2024-04-16T00:00:00.000Z,Simulated
Ja-Ela,27.5,88,1007,11.10,2024-04-16T00:00:00.000Z,Simulated
Negombo,28.7,67,1003,8.92,2024-04-16T00:00:00.000Z,Simulated
Minuwangoda,27.9,86,1002,2.54,2024-04-17T00:00:00.000Z,Simulated
Gampaha,28.4,79,1006,20.34,2024-04-17T00:00:00.000Z,Simulated
Ja-Ela,29.3,90,1002,11.78,2024-04-17T00:00:00.000Z,Simulated
Negombo,27.5,65,1003,7.56,2024-04-17T00:00:00.000Z,Simulated
Minuwangoda,26.7,68,1001,11.81,2024-04-18T00:00:00.000Z,Simulated
Gampaha,31.8,82,1008,42.21,2024-04-18T00:00:00.000Z,Simulated
Ja-Ela,28.6,84,1004,27.27,2024-04-18T00:00:00.000Z,Simulated
Negombo,29.0,85,1007,4.73,2024-04-18T00:00:00.000Z,Simulated
Minuwangoda,28.4,74,1007,12.49,2024-04-19T00:00:00.000Z,Simulated
Gampaha,30.1,93,1002,21.47,2024-04-19T00:00:00.000Z,Simulated
Ja-Ela,29.0,70,1003,19.78,2024-04-19T00:00:00.000Z,Simulated
Negombo,29.2,95,1006,39.86,2024-04-19T00:00:00.000Z,Simulated
Minuwangoda,30.0,94,1001,29.82,2024-04-20T00:00:00.000Z,Simulated
Gampaha,29.4,70,1004,3.65,2024-04-20T00:00:00.000Z,Simulated
Ja-Ela,30.1,85,1006,29.79,2024-04-20T00:00:00.000Z,Simulated
Negombo,28.5,88,1008,32.88,2024-04-20T00:00:00.000Z,Simulated
Minuwangoda,29.4,66,1008,10.57,2024-04-21T00:00:00.000Z,Simulated
Gampaha,27.1,68,1010,13.44,2024-04-21T00:00:00.000Z,Simulated
Ja-Ela,29.8,94,1000,44.58,2024-04-21T00:00:00.000Z,Simulated
Negombo,26.1,91,1006,32.61,2024-04-21T00:00:00.000Z,Simulated
Minuwangoda,29.6,70,1006,21.45,2024-04-22T00:00:00.000Z,Simulated
Gampaha,30.7,67,1005,15.40,2024-04-22T00:00:00.000Z,Simulated
Ja-Ela,28.8,74,1001,36.02,2024-04-22T00:00:00.000Z,Simulated
Negombo,27.9,78,1001,37.62,2024-04-22T00:00:00.000Z,Simulated
Minuwangoda,29.2,68,1001,48.74,2024-04-23T00:00:00.000Z,Simulated
Gampaha,29.9,94,1009,34.95,2024-04-23T00:00:00.000Z,Simulated
Ja-Ela,30.0,83,1005,27.74,2024-04-23T00:00:00.000Z,Simulated
Negombo,30.6,79,1003,37.98,2024-04-23T00:00:00.000Z,Simulated
Minuwangoda,28.7,78,1001,41.19,2024-04-24T00:00:00.000Z,Simulated
Gampaha,31.1,91,1002,27.19,2024-04-24T00:00:00.000Z,Simulated
Ja-Ela,28.8,70,1005,3.37,2024-04-24T00:00:00.000Z,Simulated
Negombo,27.8,78,1004,45.45,2024-04-24T00:00:00.000Z,Simulated
Minuwangoda,29.5,87,1002,20.46,2024-04-25T00:00:00.000Z,Simulated
Gampaha,28.9,67,1002,39.74,2024-04-25T00:00:00.000Z,Simulated
Ja-Ela,26.8,75,1010,13.60,2024-04-25T00:00:00.000Z,Simulated
Negombo,29.4,82,1001,44.10,2024-04-25T00:00:00.000Z,Simulated
Minuwangoda,26.1,68,1008,9.99,2024-04-26T00:00:00.000Z,Simulated
Gampaha,27.5,81,1008,21.37,2024-04-26T00:00:00.000Z,Simulated
Ja-Ela,28.9,92,1004,29.68,2024-04-26T00:00:00.000Z,Simulated
Negombo,31.7,79,1009,8.97,2024-04-26T00:00:00.000Z,Simulated
Minuwangoda,31.6,93,1001,4.15,2024-04-27T00:00:00.000Z,Simulated
Gampaha,26.7,70,1009,8.09,2024-04-27T00:00:00.000Z,Simulated
Ja-Ela,31.3,95,1006,22.75,2024-04-27T00:00:00.000Z,Simulated
Negombo,30.5,66,1000,30.82,2024-04-27T00:00:00.000Z,Simulated
Minuwangoda,31.9,89,1007,1.28,2024-04-28T00:00:00.000Z,Simulated
Gampaha,29.8,71,1009,36.27,2024-04-28T00:00:00.000Z,Simulated
Ja-Ela,29.6,81,1010,37.21,2024-04-28T00:00:00.000Z,Simulated
Negombo,27.9,85,1008,12.51,2024-04-28T00:00:00.000Z,Simulated
Minuwangoda,30.7,76,1000,16.92,2024-04-29T00:00:00.000Z,Simulated
Gampaha,28.1,80,1007,21.53,2024-04-29T00:00:00.000Z,Simulated
Ja-Ela,32.0,87,1004,19.61,2024-04-29T00:00:00.000Z,Simulated
Negombo,29.0,84,1004,23.56,2024-04-29T00:00:00.000Z,Simulated
Minuwangoda,27.2,68,1009,22.80,2024-04-30T00:00:00.000Z,Simulated
Gampaha,31.5,84,1007,6.84,2024-04-30T00:00:00.000Z,Simulated
Ja-Ela,29.9,77,1009,32.35,2024-04-30T00:00:00.000Z,Simulated
Negombo,26.8,66,1009,34.62,2024-04-30T00:00:00.000Z,Simulated
Minuwangoda,29.9,68,1005,3.01,2024-05-01T00:00:00.000Z,Simulated
Gampaha,28.6,88,1009,69.06,2024-05-01T00:00:00.000Z,Simulated
Ja-Ela,31.3,74,1009,72.62,2024-05-01T00:00:00.000Z,Simulated
Negombo,27.6,65,1004,20.38,2024-05-01T00:00:00.000Z,Simulated
Minuwangoda,26.8,93,1004,64.85,2024-05-02T00:00:00.000Z,Simulated
Gampaha,31.0,87,1005,36.95,2024-05-02T00:00:00.000Z,Simulated
Ja-Ela,26.7,82,1008,54.76,2024-05-02T00:00:00.000Z,Simulated
Negombo,29.7,72,1010,11.93,2024-05-02T00:00:00.000Z,Simulated
Minuwangoda,27.1,92,1008,68.29,2024-05-03T00:00:00.000Z,Simulated
Gampaha,30.4,87,1006,39.61,2024-05-03T00:00:00.000Z,Simulated
Ja-Ela,29.8,87,1005,1.45,2024-05-03T00:00:00.000Z,Simulated
Negombo,28.8,78,1002,77.36,2024-05-03T00:00:00.000Z,Simulated
Minuwangoda,30.5,72,1002,65.80,2024-05-04T00:00:00.000Z,Simulated
Gampaha,28.8,75,1006,10.68,2024-05-04T00:00:00.000Z,Simulated
Ja-Ela,29.9,79,1008,12.51,2024-05-04T00:00:00.000Z,Simulated
Negombo,29.2,77,1006,62.36,2024-05-04T00:00:00.000Z,Simulated
Minuwangoda,29.8,91,1010,79.41,2024-05-05T00:00:00.000Z,Simulated
Gampaha,27.6,77,1003,16.27,2024-05-05T00:00:00.000Z,Simulated
Ja-Ela,31.6,72,1001,68.19,2024-05-05T00:00:00.000Z,Simulated
Negombo,29.0,78,1001,50.47,2024-05-05T00:00:00.000Z,Simulated
Minuwangoda,27.7,82,1000,41.76,2024-05-06T00:00:00.000Z,Simulated
Gampaha,26.2,74,1003,48.70,2024-05-06T00:00:00.000Z,Simulated
Ja-Ela,29.8,83,1004,55.57,2024-05-06T00:00:00.000Z,Simulated
Negombo,27.2,78,1008,53.09,2024-05-06T00:00:00.000Z,Simulated
Minuwangoda,26.5,66,1010,73.60,2024-05-07T00:00:00.000Z,Simulated
Gampaha,26.0,84,1007,9.89,2024-05-07T00:00:00.000Z,Simulated
Ja-Ela,28.5,71,1003,58.63,2024-05-07T00:00:00.000Z,Simulated
Negombo,28.2,68,1000,40.99,2024-05-07T00:00:00.000Z,Simulated
Minuwangoda,28.0,83,1005,6.44,2024-05-08T00:00:00.000Z,Simulated
Gampaha,27.8,79,1003,27.93,2024-05-08T00:00:00.000Z,Simulated
Ja-Ela,26.1,75,1009,78.40,2024-05-08T00:00:00.000Z,Simulated
Negombo,29.5,69,1007,64.17,2024-05-08T00:00:00.000Z,Simulated
Minuwangoda,31.0,91,1001,72.10,2024-05-09T00:00:00.000Z,Simulated
Gampaha,29.5,84,1003,67.47,2024-05-09T00:00:00.000Z,Simulated
Ja-Ela,29.1,66,1005,4.88,2024-05-09T00:00:00.000Z,Simulated
Negombo,30.9,81,1003,23.07,2024-05-09T00:00:00.000Z,Simulated
Minuwangoda,26.7,70,1002,21.17,2024-05-10T00:00:00.000Z,Simulated
Gampaha,29.8,82,1002,67.41,2024-05-10T00:00:00.000Z,Simulated
Ja-Ela,28.6,94,1009,22.83,2024-05-10T00:00:00.000Z,Simulated
Negombo,30.4,82,1004,24.56,2024-05-10T00:00:00.000Z,Simulated
Minuwangoda,28.0,71,1002,51.91,2024-05-11T00:00:00.000Z,Simulated
Gampaha,29.1,92,1008,68.55,2024-05-11T00:00:00.000Z,Simulated
Ja-Ela,29.7,77,1005,57.83,2024-05-11T00:00:00.000Z,Simulated
Negombo,28.6,87,1004,13.07,2024-05-11T00:00:00.000Z,Simulated
Minuwangoda,30.6,93,1005,8.48,2024-05-12T00:00:00.000Z,Simulated
Gampaha,28.6,74,1009,23.73,2024-05-12T00:00:00.000Z,Simulated
Ja-Ela,31.3,66,1001,23.03,2024-05-12T00:00:00.000Z,Simulated
Negombo,31.1,92,1009,71.75,2024-05-12T00:00:00.000Z,Simulated
Minuwangoda,27.1,82,1001,22.53,2024-05-13T00:00:00.000Z,Simulated
Gampaha,31.6,94,1003,13.31,2024-05-13T00:00:00.000Z,Simulated
Ja-Ela,28.1,71,1006,54.62,2024-05-13T00:00:00.000Z,Simulated
Negombo,30.1,86,1009,17.53,2024-05-13T00:00:00.000Z,Simulated
Minuwangoda,28.7,91,1003,61.54,2024-05-14T00:00:00.000Z,Simulated
Gampaha,28.5,65,1003,13.60,2024-05-14T00:00:00.000Z,Simulated
Ja-Ela,29.2,72,1003,47.06,2024-05-14T00:00:00.000Z,Simulated
Negombo,28.5,88,1001,32.48,2024-05-14T00:00:00.000Z,Simulated
Minuwangoda,29.1,74,1004,35.01,2024-05-15T00:00:00.000Z,Simulated
Gampaha,30.2,69,1008,79.43,2024-05-15T00:00:00.000Z,Simulated
Ja-Ela,28.1,74,1009,59.06,2024-05-15T00:00:00.000Z,Simulated
Negombo,30.1,68,1004,31.97,2024-05-15T00:00:00.000Z,Simulated
Minuwangoda,28.0,78,1005,3.48,2024-05-16T00:00:00.000Z,Simulated
Gampaha,30.9,87,1009,29.81,2024-05-16T00:00:00.000Z,Simulated
Ja-Ela,27.0,90,1003,50.52,2024-05-16T00:00:00.000Z,Simulated
Negombo,28.3,69,1006,14.27,2024-05-16T00:00:00.000Z,Simulated
Minuwangoda,28.2,67,1006,43.34,2024-05-17T00:00:00.000Z,Simulated
Gampaha,31.3,78,1002,31.23,2024-05-17T00:00:00.000Z,Simulated
Ja-Ela,30.3,67,1003,36.17,2024-05-17T00:00:00.000Z,Simulated
Negombo,32.0,65,1010,15.48,2024-05-17T00:00:00.000Z,Simulated
Minuwangoda,27.6,91,1006,34.25,2024-05-18T00:00:00.000Z,Simulated
Gampaha,29.2,65,1000,6.69,2024-05-18T00:00:00.000Z,Simulated
Ja-Ela,31.3,80,1007,27.02,2024-05-18T00:00:00.000Z,Simulated
Negombo,31.5,89,1003,69.67,2024-05-18T00:00:00.000Z,Simulated
Minuwangoda,30.4,70,1000,43.46,2024-05-19T00:00:00.000Z,Simulated
Gampaha,29.3,94,1003,15.43,2024-05-19T00:00:00.000Z,Simulated
Ja-Ela,29.8,67,1005,32.73,2024-05-19T00:00:00.000Z,Simulated
Negombo,27.1,92,1010,78.70,2024-05-19T00:00:00.000Z,Simulated
Minuwangoda,30.8,79,1002,31.64,2024-05-20T00:00:00.000Z,Simulated
Gampaha,31.1,74,1010,1.03,2024-05-20T00:00:00.000Z,Simulated
Ja-Ela,27.6,82,1005,58.12,2024-05-20T00:00:00.000Z,Simulated
Negombo,28.3,93,1008,59.76,2024-05-20T00:00:00.000Z,Simulated
Minuwangoda,26.4,88,1007,29.17,2024-05-21T00:00:00.000Z,Simulated
Gampaha,26.3,69,1005,75.19,2024-05-21T00:00:00.000Z,Simulated
Ja-Ela,31.8,91,1009,47.16,2024-05-21T00:00:00.000Z,Simulated
Negombo,28.4,77,1006,2.53,2024-05-21T00:00:00.000Z,Simulated
Minuwangoda,26.3,66,1009,41.58,2024-05-22T00:00:00.000Z,Simulated
Gampaha,29.6,69,1003,24.93,2024-05-22T00:00:00.000Z,Simulated
Ja-Ela,28.2,95,1007,7.38,2024-05-22T00:00:00.000Z,Simulated
Negombo,28.1,71,1002,79.18,2024-05-22T00:00:00.000Z,Simulated
Minuwangoda,27.4,72,1009,15.33,2024-05-23T00:00:00.000Z,Simulated
Gampaha,31.2,89,1005,7.32,2024-05-23T00:00:00.000Z,Simulated
Ja-Ela,27.9,78,1004,44.66,2024-05-23T00:00:00.000Z,Simulated
Negombo,27.5,73,1006,52.33,2024-05-23T00:00:00.000Z,Simulated
Minuwangoda,30.8,75,1007,16.79,2024-05-24T00:00:00.000Z,Simulated
Gampaha,26.9,94,1010,15.52,2024-05-24T00:00:00.000Z,Simulated
Ja-Ela,29.6,71,1005,67.35,2024-05-24T00:00:00.000Z,Simulated
Negombo,26.8,65,1005,54.98,2024-05-24T00:00:00.000Z,Simulated
Minuwangoda,31.7,71,1010,39.06,2024-05-25T00:00:00.000Z,Simulated
Gampaha,27.0,94,1008,38.51,2024-05-25T00:00:00.000Z,Simulated
Ja-Ela,28.6,76,1004,36.84,2024-05-25T00:00:00.000Z,Simulated
Negombo,31.1,74,1010,28.53,2024-05-25T00:00:00.000Z,Simulated
Minuwangoda,27.0,81,1009,2.95,2024-05-26T00:00:00.000Z,Simulated
Gampaha,26.4,82,1002,49.55,2024-05-26T00:00:00.000Z,Simulated
Ja-Ela,27.4,77,1008,12.22,2024-05-26T00:00:00.000Z,Simulated
Negombo,31.2,87,1009,36.97,2024-05-26T00:00:00.000Z,Simulated
Minuwangoda,30.5,79,1001,24.54,2024-05-27T00:00:00.000Z,Simulated
Gampaha,27.0,88,1005,32.80,2024-05-27T00:00:00.000Z,Simulated
Ja-Ela,29.9,90,1010,2.87,2024-05-27T00:00:00.000Z,Simulated
Negombo,28.1,88,1001,25.43,2024-05-27T00:00:00.000Z,Simulated
Minuwangoda,26.6,79,1007,33.82,2024-05-28T00:00:00.000Z,Simulated
Gampaha,30.3,93,1001,44.93,2024-05-28T00:00:00.000Z,Simulated
Ja-Ela,30.2,69,1004,63.16,2024-05-28T00:00:00.000Z,Simulated
Negombo,31.2,73,1010,37.72,2024-05-28T00:00:00.000Z,Simulated
Minuwangoda,27.7,74,1010,48.48,2024-05-29T00:00:00.000Z,Simulated
Gampaha,28.6,86,1003,5.23,2024-05-29T00:00:00.000Z,Simulated
Ja-Ela,26.7,87,1007,15.77,2024-05-29T00:00:00.000Z,Simulated
Negombo,29.5,94,1002,3.03,2024-05-29T00:00:00.000Z,Simulated
Minuwangoda,26.9,76,1008,62.27,2024-05-30T00:00:00.000Z,Simulated
Gampaha,26.2,89,1003,9.61,2024-05-30T00:00:00.000Z,Simulated
Ja-Ela,31.8,66,1009,12.83,2024-05-30T00:00:00.000Z,Simulated
Negombo,30.9,81,1004,54.07,2024-05-30T00:00:00.000Z,Simulated
Minuwangoda,30.7,85,1003,69.47,2024-05-31T00:00:00.000Z,Simulated
Gampaha,30.9,92,1004,46.78,2024-05-31T00:00:00.000Z,Simulated
Ja-Ela,28.4,89,1009,36.06,2024-05-31T00:00:00.000Z,Simulated
Negombo,27.9,93,1001,35.29,2024-05-31T00:00:00.000Z,Simulated
Minuwangoda,26.4,78,1004,4.01,2024-06-01T00:00:00.000Z,Simulated
Gampaha,28.7,75,1009,19.37,2024-06-01T00:00:00.000Z,Simulated
Ja-Ela,28.3,94,1006,41.17,2024-06-01T00:00:00.000Z,Simulated
Negombo,26.1,89,1007,10.76,2024-06-01T00:00:00.000Z,Simulated
Minuwangoda,32.0,95,1003,33.10,2024-06-02T00:00:00.000Z,Simulated
Gampaha,31.9,72,1004,42.33,2024-06-02T00:00:00.000Z,Simulated
Ja-Ela,28.2,84,1010,55.55,2024-06-02T00:00:00.000Z,Simulated
Negombo,26.0,88,1009,1.96,2024-06-02T00:00:00.000Z,Simulated
Minuwangoda,28.4,79,1006,67.87,2024-06-03T00:00:00.000Z,Simulated
Gampaha,27.7,67,1010,17.99,2024-06-03T00:00:00.000Z,Simulated
Ja-Ela,31.8,79,1001,78.79,2024-06-03T00:00:00.000Z,Simulated
Negombo,26.3,68,1002,41.32,2024-06-03T00:00:00.000Z,Simulated
Minuwangoda,28.3,93,1010,65.60,2024-06-04T00:00:00.000Z,Simulated
Gampaha,26.2,67,1008,79.86,2024-06-04T00:00:00.000Z,Simulated
Ja-Ela,29.3,78,1005,21.16,2024-06-04T00:00:00.000Z,Simulated
Negombo,30.7,77,1005,13.53,2024-06-04T00:00:00.000Z,Simulated
Minuwangoda,26.5,82,1010,69.63,2024-06-05T00:00:00.000Z,Simulated
Gampaha,29.5,86,1004,18.72,2024-06-05T00:00:00.000Z,Simulated
Ja-Ela,26.5,76,1006,13.10,2024-06-05T00:00:00.000Z,Simulated
Negombo,30.2,90,1008,9.34,2024-06-05T00:00:00.000Z,Simulated
Minuwangoda,31.0,66,1010,76.68,2024-06-06T00:00:00.000Z,Simulated
Gampaha,27.0,88,1000,2.32,2024-06-06T00:00:00.000Z,Simulated
Ja-Ela,30.4,87,1010,55.88,2024-06-06T00:00:00.000Z,Simulated
Negombo,27.7,88,1003,9.12,2024-06-06T00:00:00.000Z,Simulated
Minuwangoda,30.2,81,1004,71.86,2024-06-07T00:00:00.000Z,Simulated
Gampaha,30.6,70,1001,39.23,2024-06-07T00:00:00.000Z,Simulated
Ja-Ela,28.5,74,1007,66.65,2024-06-07T00:00:00.000Z,Simulated
Negombo,28.1,71,1002,58.31,2024-06-07T00:00:00.000Z,Simulated
Minuwangoda,27.9,71,1007,10.15,2024-06-08T00:00:00.000Z,Simulated
Gampaha,31.7,84,1001,18.92,2024-06-08T00:00:00.000Z,Simulated
Ja-Ela,28.5,82,1008,70.38,2024-06-08T00:00:00.000Z,Simulated
Negombo,31.3,65,1008,55.27,2024-06-08T00:00:00.000Z,Simulated
Minuwangoda,28.5,72,1006,34.47,2024-06-09T00:00:00.000Z,Simulated
Gampaha,26.1,79,1007,73.23,2024-06-09T00:00:00.000Z,Simulated
Ja-Ela,27.9,68,1008,23.63,2024-06-09T00:00:00.000Z,Simulated
Negombo,31.4,83,1003,33.07,2024-06-09T00:00:00.000Z,Simulated
Minuwangoda,27.0,91,1009,67.19,2024-06-10T00:00:00.000Z,Simulated
Gampaha,31.0,67,1005,24.43,2024-06-10T00:00:00.000Z,Simulated
Ja-Ela,30.7,72,1007,38.24,2024-06-10T00:00:00.000Z,Simulated
Negombo,31.9,66,1008,54.19,2024-06-10T00:00:00.000Z,Simulated
Minuwangoda,26.3,89,1006,9.56,2024-06-11T00:00:00.000Z,Simulated
Gampaha,31.9,81,1008,5.86,2024-06-11T00:00:00.000Z,Simulated
Ja-Ela,30.4,71,1004,50.21,2024-06-11T00:00:00.000Z,Simulated
Negombo,28.5,86,1003,16.11,2024-06-11T00:00:00.000Z,Simulated
Minuwangoda,30.9,68,1003,38.29,2024-06-12T00:00:00.000Z,Simulated
Gampaha,27.7,80,1008,22.51,2024-06-12T00:00:00.000Z,Simulated
Ja-Ela,31.9,91,1000,1.51,2024-06-12T00:00:00.000Z,Simulated
Negombo,27.4,66,1007,11.70,2024-06-12T00:00:00.000Z,Simulated
Minuwangoda,31.1,73,1009,58.69,2024-06-13T00:00:00.000Z,Simulated
Gampaha,26.8,92,1006,10.81,2024-06-13T00:00:00.000Z,Simulated
Ja-Ela,28.4,72,1008,8.46,2024-06-13T00:00:00.000Z,Simulated
Negombo,28.8,81,1001,56.30,2024-06-13T00:00:00.000Z,Simulated
Minuwangoda,27.9,71,1005,52.99,2024-06-14T00:00:00.000Z,Simulated
Gampaha,26.5,89,1007,61.38,2024-06-14T00:00:00.000Z,Simulated
Ja-Ela,26.9,71,1007,44.94,2024-06-14T00:00:00.000Z,Simulated
Negombo,31.7,84,1002,32.13,2024-06-14T00:00:00.000Z,Simulated
Minuwangoda,28.3,83,1000,77.08,2024-06-15T00:00:00.000Z,Simulated
Gampaha,31.1,75,1005,8.17,2024-06-15T00:00:00.000Z,Simulated
Ja-Ela,29.3,85,1000,33.49,2024-06-15T00:00:00.000Z,Simulated
Negombo,26.7,80,1005,28.83,2024-06-15T00:00:00.000Z,Simulated
